gene estimate Rsquared pvalue adj_pvalue estimate Rsquared pvalue adj_pvalue estimate Rsquared pvalue adj_pvalue estimate Rsquared pvalue adj_pvalue estimate Rsquared pvalue adj_pvalue estimate Rsquared pvalue adj_pvalue estimate Rsquared pvalue adj_pvalue
PHLPP1 47.7167036368049 0.00193645207930505 0.798849716969397 0.990569659292755 36.6458355206604 0.680613198875406 0.757717877616342 0.98504065850042 99.966412904452 0.803944607178396 0.416967695640858 0.947982995443977 115.583915353198 0.861832567360192 0.353891363260967 0.924360397286871 -40.0571416004483 0.910064047209561 0.779349413975623 0.99158133834357 -52.0658471334792 0.969888469914839 0.635331474444604 0.995865991802724 -424.181117688099 0.98629706021333 0.348110483914909 0.966583131475415
SMARCD3 -1428.09063311736 0.0301125171922143 0.311472261594048 0.918979368865064 -2366.93331999687 0.122439611156677 0.141828013862571 0.829728018051723 -2179.56442649542 0.474708165708205 0.130741138228517 0.823055309863744 -1925.55209632228 0.538923299939853 0.229641717623556 0.891218997772123 -2450.14453483741 0.594869452752001 0.289773465900111 0.925584314319435 -1080.75952646324 0.822337955599898 0.606907035618792 0.990305759753801 54.1868705129541 0.921773099533291 0.983047135367943 0.99917203741262
BZW1 -27667.1224171805 0.00997424137657943 0.562230922212857 0.963896130681706 23795.2161375702 0.434925958319078 0.608691415999333 0.972593790210488 23006.4090297475 0.455312685807727 0.698046505490717 0.97815168698564 103222.446547004 0.629898647083528 0.113747915337406 0.808928270064554 119907.928746357 0.694064545115747 0.192503511729382 0.885884583559273 168677.138951578 0.815979003440386 0.158676473251041 0.879804803323228 34032.9564686024 0.907463995424659 0.85805297268299 0.998289563216943
CCNT2 -430.970447592837 0.0392577150916395 0.246706160529455 0.904341771154702 -175.639315644132 0.511559064023409 0.579482260819284 0.972505726229703 97.4617881929699 0.781442199426861 0.704723111687114 0.97815168698564 114.087455071831 0.917367082945736 0.535569513427838 0.951462177497886 74.9671553123595 0.980282734670467 0.503847638070216 0.951961160609013 75.7405782118551 0.981402423110103 0.641528960173109 0.995935160256153 246.996083756161 0.994384425448239 0.202756468738374 0.953299145682402
FAM135A -381.048191312038 0.0314513990599583 0.300785503337385 0.916885738983655 -352.802884584965 0.686107397352612 0.137110577722268 0.829643142035316 -312.375226208054 0.86475544356106 0.106432382162113 0.793536319633099 -168.671208641154 0.890701978801256 0.445517213787606 0.942800706163516 -157.525222268427 0.912530158410685 0.521856074922053 0.95313126616039 36.9931402681137 0.978014833081511 0.844160060575214 0.997956125616365 440.987210457715 0.9949492761259 0.223516618799153 0.953299145682402
KCNK2 -1645.73801075977 0.0323057338921561 0.294205400135741 0.916885738983655 -2225.64247865992 0.0892051793869584 0.232023580550665 0.871671518605992 -2043.19921866727 0.245201940357216 0.292947351756151 0.904688154591331 -1787.32243056032 0.292894907337488 0.460209006579002 0.945729823985575 -3081.51025343294 0.385554777938053 0.419274964207767 0.939362476854537 -2059.37870034702 0.443659531488388 0.686130145594206 0.997377122847242 -7265.87948211722 0.974025295640221 0.0144307189380545 0.911887334325042
TRAF5 1124.68500983682 0.0123923530163505 0.518041574092284 0.960371937038085 448.225456446403 0.304014141263284 0.781595953971009 0.986908010476128 823.683185258313 0.476714658415742 0.59942355041918 0.973734136759518 1201.82344470429 0.529206449063891 0.51863533307422 0.948321006065003 385.54040558304 0.683715020424308 0.834582373159087 0.992053727254334 850.991350910716 0.879397598247318 0.572698598770232 0.990305759753801 650.358996840006 0.978615170422461 0.64506638470262 0.991583700633565
GEMIN5 -3791.32199193393 0.0455317004305406 0.211461427015003 0.879359115304709 -2784.35095604128 0.323063347382114 0.339868029616823 0.927426345078643 -3966.15890289105 0.564414297953288 0.17225114358563 0.868550147029893 -3645.6513739078 0.727297119271853 0.178309248212684 0.867256436353335 -4278.95259379228 0.784257444194496 0.169583862316053 0.870677073484596 -2681.76454965536 0.862999920190702 0.438226460171678 0.975162603778361 -11882.3711212569 0.909374677950731 0.487794304700136 0.988565375446955
OPRK1 -300.281666311871 0.0151096230481257 0.475094788381203 0.958069367198628 -535.184067089113 0.398357570014884 0.15789748807667 0.841089383540547 -553.291651457043 0.706515192674878 0.0816022361991925 0.754100665111362 -71.3019014512298 0.808038787969577 0.838783640662664 0.990657678874232 -458.710003821869 0.845165299215959 0.356927634110473 0.937341093505498 -235.086087180955 0.991533619483006 0.147739343369811 0.879804803323228 68.444021188445 0.999039113126604 0.527368049938242 0.989308201315624
ITGB5 12391.9929268672 0.00770380703549439 0.610733569164094 0.97221720195192 -3442.13842128663 0.357121103908887 0.881893061923754 0.995540639482732 23125.2399360414 0.816923347653798 0.120486358764591 0.816830329899853 20468.8588919115 0.846921639799138 0.19658099598435 0.880627622697868 20882.4949575307 0.885953059945746 0.236248103231525 0.915495334926074 24665.8507593307 0.931859144354511 0.208752777857723 0.913914228000131 3015.00654084765 0.980646414128062 0.894614835780755 0.998891191905875
ERC1 6716.79280065191 0.0347703764304945 0.276193744940151 0.913964668275459 10737.3699599221 0.432519538995449 0.0713163780720749 0.737438659185232 5617.96956458283 0.540081000633044 0.475686194439793 0.957694424894444 544.347805604601 0.926634092637999 0.893773735551416 0.994310039863422 -1798.9676770443 0.96021892719198 0.62417746229407 0.969535488312788 -11517.9593131143 0.980099498964938 0.0676453474235489 0.777615148734338 -20812.7810790705 0.995886420618672 0.0213097043545611 0.911887334325042
TRPM3 -0.184622789377561 0.00332831362894999 0.738219921462086 0.987045085424711 -0.065048855006624 0.12566001311192 0.912681194970356 0.996775834720628 0.20252012785534 0.414570628479806 0.714233009217669 0.978322276378407 0.336328986343792 0.601581444125375 0.540221836842016 0.952510375230201 0.570972250241957 0.710301533500817 0.349178579546296 0.937341093505498 0.0278174655322965 0.86345758321316 0.975841396057749 0.998633401934597 0.601802746701517 0.97473737184016 0.452352394219748 0.980834131656993
DOPEY1 107.306028368174 0.0183692223781878 0.430611162724347 0.948996626414448 56.6803307015351 0.446888585679463 0.664645072756293 0.982347407215635 145.219726624497 0.782821230050492 0.140314243879742 0.834694819596344 169.966594936831 0.806506567563616 0.163067719344374 0.852913403410483 257.230741973259 0.854272368110244 0.0641744900240099 0.755368779318268 80.4225244481228 0.92957558433204 0.542671955880598 0.985817979170265 -90.5958933443802 0.963193911843531 0.662106362801784 0.99349170359647
ZCCHC6 -69.6124688764869 0.00604346769834253 0.652234523886031 0.975232471816342 -84.9369900642512 0.505503293691631 0.482759124901393 0.956425485420605 -87.2631781041572 0.650072829709512 0.449362389736884 0.956142615424324 -110.853592119173 0.714950856587708 0.39568641050837 0.929343290977794 -92.550299529125 0.869685084346485 0.396049637090949 0.937341093505498 58.0018106463467 0.969507982158411 0.500548884296108 0.984477695587744 -15.0482525023162 0.986711055697819 0.895507556830999 0.998898696998017
PLOD1 -8687.00082489346 0.0150940740561871 0.475323825041777 0.958069367198628 -13712.1647087135 0.605666245403325 0.133583977141658 0.827419677088281 -19863.9912985259 0.747504310259381 0.0323949034496266 0.592260484828078 -7138.07759680412 0.853058362573612 0.428534532738293 0.938370593045993 -6355.38606306512 0.896673485894683 0.499572888081415 0.951961160609013 -1534.5256456712 0.977809254235221 0.809472327770609 0.997956125616365 2311.23211944229 0.99498673947009 0.741308344057155 0.996492321522132
DIS3 1343.49250323419 0.161806027364751 0.0150133787000565 0.504944032432028 850.795365219929 0.446631789183431 0.0989204228938463 0.772431088221245 813.152155771895 0.541852082100209 0.16909409005978 0.863050082793744 693.340408143327 0.657559194185827 0.24163283193465 0.898910723467936 635.244814740473 0.881780989235965 0.159585875816505 0.857598231943625 149.3417981235 0.918607735059873 0.784333217610101 0.997956125616365 -78.3280168856928 0.968924122936523 0.912240276084592 0.998898696998017
PIBF1 249.592604743233 0.0573191709540939 0.159623729325216 0.850914760601088 164.837060655747 0.43684412805795 0.27603200205238 0.901233452569111 266.263863432801 0.637918073252618 0.0768916642488182 0.750576248874978 341.836244814476 0.814210282038245 0.0175285975364619 0.52280905740092 242.900732837303 0.890861555893178 0.0770038457964019 0.787924045808413 210.493486899382 0.929921381849781 0.233267745375744 0.925692878416062 299.109368550958 0.969021817700526 0.340599664561195 0.964176038564104
TDRD3 -2027.75620878997 0.032500968837566 0.292726870813761 0.916885738983655 -2638.07758147422 0.157595821854169 0.22518305768662 0.871671518605992 -1952.85903776792 0.212757928248161 0.469383622896751 0.957694424894444 -2262.84277982112 0.533848845063975 0.385304379482186 0.929343290977794 -1558.46646103848 0.715441597170781 0.594457933182001 0.96660494709855 751.414747013413 0.929453242996373 0.714016790748076 0.997377122847242 430.857704222827 0.994130104080959 0.673399767367878 0.993682253970448
SLC27A5 7.90792898326032 0.000146910794725236 0.944066331574164 0.996686921374013 -73.4600130488494 0.14934308126086 0.576197510779722 0.972274751014422 -17.3329731928843 0.247857307852506 0.908467867809413 0.991005132002935 -113.816547985858 0.639926642837947 0.35444135040756 0.924360397286871 -126.272078878637 0.772946319700153 0.315203376963131 0.929308105777047 -135.673237896823 0.918846356389705 0.248816323051777 0.928421079865865 -132.914944671534 0.951421927631675 0.501853850992134 0.989308201315624
ZNF671 246.057788669698 0.0709753984065451 0.116276487206642 0.811008578142176 136.372905362204 0.422508141500131 0.35448721364231 0.93087062598103 153.061902010431 0.475314695722195 0.44286345727732 0.952624352404484 -117.019178859812 0.699614563349494 0.570432415329691 0.95487557361928 -150.764328634511 0.798089508058767 0.507434359719425 0.951961160609013 -178.479937006449 0.855416076452138 0.56072067221965 0.986662383576468 -205.331214096234 0.973202715751592 0.50815111329857 0.989308201315624
ZNF586 -29.0031608040684 0.0152073790898374 0.473658854770124 0.958069367198628 -25.0486016150622 0.478137809298127 0.514612007528231 0.962676189362767 -12.0778389696454 0.683296676803012 0.716983677140793 0.978322276378407 -4.33508115735807 0.692914630419916 0.912186595499091 0.994310039863422 -7.74237051649315 0.851019740092905 0.847605260329696 0.992053727254334 -36.4684841723518 0.885321726516782 0.518277503010422 0.984477695587744 21.5540694533571 0.969597682592185 0.748256902669322 0.996492321522132
ZNF264 -42.5708633307835 0.000288362887958206 0.921695132768179 0.994256938480058 -24.913998858694 0.416859327073285 0.946113020144956 0.99807798855638 -135.355924947709 0.591451334205176 0.704297302308904 0.97815168698564 -227.111477373703 0.669446553105219 0.58657863998135 0.958313729088638 28.3385853433547 0.735433363659519 0.952577929546308 0.997665455351948 -278.29402443971 0.828573824700779 0.612886272934819 0.991090092638607 -55.487064169373 0.926696793487975 0.934736011797685 0.998898696998017
RPS5 6036.18953326138 0.0331675145729491 0.287747787372482 0.916885738983655 9025.96161183162 0.317924739930892 0.139982266810571 0.829728018051723 8311.92572563582 0.486186138882213 0.259529263660697 0.894526368061277 3262.94185871825 0.897288234358508 0.424420654088596 0.938370593045993 8887.49596145301 0.939237855282064 0.0508137568733341 0.707438207100228 7964.14123280177 0.9519971505598 0.200430641630659 0.909662376667406 2703.7517413527 0.975167468065539 0.793350546647785 0.997768084118936
FAT1 950.599150158528 0.00486677470863095 0.685996060209122 0.978920050961138 103.443446909391 0.741635854942398 0.940536449005821 0.99807798855638 -510.659629731618 0.923348645306407 0.564167880056589 0.970312654265093 -283.373684900613 0.942637875369222 0.755572930237526 0.981970656728631 123.193744471813 0.966154882642099 0.883708050095551 0.992053727254334 -502.932486956181 0.981644185695307 0.599924276066385 0.990305759753801 -2254.34678671407 0.992961604519926 0.285598899586562 0.962450281910666
CHMP2B -802.839516907098 0.0188401478780901 0.424707594503409 0.948996626414448 -750.870512732904 0.706446276749426 0.224514867505362 0.871671518605992 524.925117363356 0.893731857586331 0.262085521021161 0.894690033733689 334.398183545274 0.934125781956189 0.530854023502624 0.949637520977707 1011.09490643282 0.976447305126672 0.0355051085361402 0.650441772398713 1325.32827339491 0.990898435079564 0.00710630941986239 0.496505207909893 1040.39345833399 0.995580577118847 0.122143820000155 0.944339327139733
PPIE -254.594189067948 0.12159053641671 0.0371351043484209 0.621953613340824 -278.151858132354 0.260452175162507 0.0357896391037074 0.634599582753096 -95.7565193707742 0.652094861674748 0.359839406046911 0.933467151419578 -5.91759225059559 0.855007924173833 0.9431200998669 0.994496963948348 6.48625831238779 0.908812866722088 0.935487712756056 0.995451679351121 24.2073691241272 0.932287437840832 0.815924450194399 0.997956125616365 33.3139328362542 0.994399993898126 0.546476355671266 0.989308201315624
ZMPSTE24 7673.00755029079 0.0722137708081395 0.11302045322629 0.810067567443669 4006.66872634027 0.333578320531008 0.405878036957205 0.944179780565086 1286.60970394552 0.700729594992589 0.764757669575495 0.978541129658351 1451.31402161305 0.800949320471786 0.768772129144234 0.984661272197487 -3900.09211811619 0.886881688879732 0.554319008876654 0.961230743387229 8654.93924223135 0.972930790329047 0.173807709179416 0.890912492947732 12472.2526162975 0.979993990139203 0.387459918998896 0.969439151280155
GSTP1 16355.8170310242 0.00975088748802198 0.566662838900597 0.965065542045659 16453.9518978775 0.292261921764107 0.573476786241857 0.972274751014422 8499.37041058511 0.518217521531297 0.773078947969854 0.979464117476638 853.022610191675 0.716930136658758 0.975454628987247 0.995827369725124 -12946.7890853155 0.788471438221427 0.657195506180866 0.973095325362998 -12782.4508074989 0.887030930645211 0.688491728170119 0.997377122847242 56420.2145953232 0.980132897717168 0.110845041969078 0.939895841168785
APLP2 15233.5182488315 0.00340624508912428 0.735281595544193 0.9869587406973 22784.8943994117 0.134959584273474 0.63693521154309 0.977823175453072 61053.7212499465 0.465449278542183 0.188535738383272 0.879744532484123 63644.4283820711 0.664817814695286 0.152980717016167 0.846152920693662 63476.4770862176 0.781531739891146 0.153019449795672 0.855919875404608 81943.2142142096 0.84597612213144 0.20469262121044 0.910037983708856 125775.967834776 0.907554597934862 0.435364346714886 0.977395101423211
SLCO1A2 -0.250999561602243 2.14457057552205e-06 0.993236806044745 0.999105532205484 -4.87798330465416 0.382799561875506 0.858175212702711 0.993837962942445 -7.91034719120107 0.695264613431094 0.723400303797913 0.978322276378407 4.9807640786523 0.901367882805779 0.746011599782641 0.981442086403392 17.6196217153887 0.92542566243689 0.380119587695609 0.937341093505498 15.6828493797315 0.958186625023478 0.452240903010802 0.978430269622346 6.70870370951266 0.974911337262002 0.867273688050894 0.998289563216943
COL16A1 -948.19454798243 0.0274010301360076 0.33463409915255 0.929570698103289 -1446.58226080139 0.444163987309494 0.10329225021325 0.774938515210197 -1082.30083940991 0.580566204156234 0.217894171868644 0.88230575844261 -1088.96147613595 0.611643257008282 0.256442165383476 0.905425196140694 -1774.23295410489 0.770074736919299 0.0906696458790947 0.806706125817098 -1388.69222057522 0.820501030731229 0.328371385802241 0.961370568571229 -1298.06778568054 0.961035802308779 0.472132148017875 0.985041003975331
TXLNA 32879.0028649998 0.0477403943007759 0.200459811576797 0.87524371302313 29396.821336601 0.369062204708316 0.330378134793228 0.918591355744035 38563.1637420871 0.721943509310593 0.104823905379618 0.793536319633099 27631.8071627525 0.880787143936008 0.174197257459395 0.86617189242471 24861.6984276415 0.921994332958439 0.268702531591003 0.923832533051783 18848.7225904961 0.956548888817101 0.401107425188125 0.975162603778361 -1162.74745371558 0.992772334080046 0.959502029156061 0.998898696998017
APOB 355.96067930898 0.0898755649864561 0.0756692927551024 0.758140681876695 306.586223942037 0.19025845448545 0.15149632402466 0.833919849484023 380.034085991312 0.29865827050617 0.123611649362222 0.816830329899853 369.549781023978 0.306488411329026 0.208894988391825 0.885307983133228 734.440980731087 0.429592276302055 0.0892977207585995 0.802555602470022 921.511265877557 0.651947463739783 0.0796826355608548 0.794385039944803 1055.63096680043 0.786094942917045 0.310938343742686 0.964176038564104
NCOA1 -594.591916165559 0.00848852574741748 0.593044842072506 0.969949676786028 -297.690876567578 0.389094156370427 0.761792763599246 0.98518674406974 -349.396958627044 0.48915916995825 0.776362547478792 0.979851269426079 -421.046153811558 0.534938355599879 0.768650115458193 0.984661272197487 267.698377719267 0.693961877031407 0.862217848252753 0.992053727254334 224.119742865105 0.860829852063361 0.90567801286437 0.997956125616365 -1633.789448067 0.915852072775289 0.596878724077073 0.989308201315624
RAB10 -1093.71940039626 0.00434432416958411 0.702514835674286 0.980445845577652 -2956.70147673172 0.387317073644258 0.305755613984236 0.915462518654251 -3699.54100379903 0.469791154232465 0.251029417553988 0.894066477580591 -824.907422656401 0.683841862113289 0.786484620086951 0.985595055780908 -1684.74591571473 0.826335770772385 0.579926125258441 0.964484566603546 -2412.73269810798 0.941220778419835 0.394712302795839 0.975162603778361 -1179.31672418148 0.99925186829916 0.0875950809520849 0.92001645204149
HADHA 8100.49036919387 0.0229819024360307 0.377450918453386 0.94122654377033 -5100.19389896598 0.763509274592457 0.350366421655345 0.93087062598103 -3330.15934030937 0.802795141641234 0.572833182339057 0.970997981716291 -3845.51329733869 0.867484821523823 0.569719118457715 0.95487557361928 2120.29280226644 0.923810494479266 0.787869171406926 0.99158133834357 3596.04525109117 0.988981175375649 0.544609705775323 0.985817979170265 3803.23553070303 0.994892635238402 0.786497058628893 0.997701797083922
MAPRE3 1077.74177456924 0.0529092773014636 0.177146855050467 0.861207484994962 1385.81731728624 0.237474851878941 0.0848260243986516 0.759044744292924 1470.61217556226 0.479538117902241 0.0637304923002864 0.714209505808019 1752.6880566815 0.939368108180149 0.000176098940708611 0.104793961913532 2043.7783306873 0.96162058910488 0.000224311270628812 0.103645001811136 2299.90558286191 0.978945994046163 0.00584477967006568 0.496505207909893 1986.69243120627 0.991561929187978 0.0588503326447457 0.911887334325042
CAD -757.144248680471 0.011915769393178 0.526250567489272 0.960434750979299 -1198.98876464456 0.565077085605056 0.185587201242906 0.858615253150751 490.076906657382 0.886106757439377 0.401241487518692 0.945771175984575 397.512894445534 0.931696854652616 0.46493267375869 0.945729823985575 617.157207354756 0.953097023447394 0.325394456918093 0.933842545195549 -693.310515363088 0.990647227241653 0.231916893817848 0.925692878416062 -118.857355639398 0.995101413239712 0.888963576001007 0.998765360323952
CD59 -378.307527902506 0.000110566707483761 0.951466369444979 0.996686921374013 -4269.16266042508 0.195269003409087 0.533956916812967 0.966219193634832 -2881.76021035197 0.264217127002706 0.695974778578733 0.97815168698564 -2499.53056892925 0.594514978921568 0.700090677777569 0.972327168288114 -4245.96362346788 0.63832152553414 0.590784933570817 0.965587942821216 -1195.20427259962 0.72253023966119 0.904690657401622 0.997956125616365 -7388.41782860531 0.949274801445747 0.346020897324858 0.966226145924907
TAF9 -3562.93897695111 0.0164787449436243 0.455588691203579 0.956652251084833 -2226.4668780136 0.641077893591726 0.503364096927889 0.959197011165229 -1229.66143421683 0.706104888506009 0.723562069487212 0.978322276378407 -1348.31637714752 0.792683084472116 0.711399248075918 0.974026943336797 -3362.58985504266 0.898749144011389 0.387830039188334 0.937341093505498 -6644.86338609294 0.961618433261733 0.0623137707934844 0.766193356259389 -15946.2907850225 0.989491293972884 0.0350176363653006 0.911887334325042
PREP 551.330085736464 0.0173846484962125 0.443354245789777 0.951732566880717 1021.47193083698 0.359158063072042 0.159444303907533 0.841997023844281 1112.93338235798 0.620222571774051 0.110449917510905 0.800052434715889 1297.62866692181 0.692763434453768 0.0838071563625299 0.796488613280569 877.883589947888 0.850065471508463 0.212580773930028 0.903079676136676 460.379690139058 0.940600906658546 0.443818766408162 0.975592626466561 -338.415925778688 0.972645507411345 0.769369924798636 0.997701797083922
SEH1L 488.849308054947 0.0198458312257788 0.412489963519546 0.94677455226698 622.515732293823 0.571616110982294 0.186361200586516 0.859581462482137 682.245616078778 0.774881902638256 0.131175866800946 0.823055309863744 367.394936720932 0.813147686537941 0.485866144214639 0.94785806918581 203.012956571244 0.837645010980855 0.761678265359187 0.99158133834357 15.2351629264562 0.95879991810787 0.975308371123493 0.998633401934597 172.444400456696 0.98660920824428 0.801313105444939 0.998289563216943
OVGP1 266.579477369407 0.0825778984796026 0.0892463244383184 0.777247730292103 296.971274136671 0.224511613602823 0.0721944794048347 0.741506780258217 208.178313171578 0.345138480594125 0.235890674793406 0.886580570847899 95.1108744116857 0.572064020887334 0.569767305786492 0.95487557361928 163.275752111508 0.647884660864382 0.465622578668097 0.950132375804121 141.264326254637 0.89320606664526 0.510129847791819 0.984477695587744 75.6998667444051 0.942444862121702 0.846118706885321 0.998289563216943
PILRA -45.9045756155903 0.0346790853504684 0.276836409896811 0.913964668275459 14.5766590855226 0.694130366701016 0.608210874946423 0.972559389430783 19.8420948340776 0.779809978684618 0.489873961867406 0.958438936133875 31.7091119374302 0.853720500994166 0.263874817175688 0.908758672901425 39.2333707784181 0.873136477996887 0.266807622525631 0.923832533051783 80.5106055432338 0.954902972921759 0.0491987835954242 0.753301174290061 140.773171073266 0.974965591127742 0.205115908556767 0.953299145682402
IGSF9 -796.692077718352 0.00599161519097067 0.653635973641478 0.975232471816342 -1970.61179191602 0.355070813787158 0.251782837518139 0.882027439612163 -476.27664206239 0.559766062823183 0.782865882227495 0.979851269426079 -1379.75015533463 0.797099399085018 0.315244085943815 0.913466273366999 -1968.01845210248 0.824928135598634 0.288825443343061 0.925584314319435 -2565.25894702803 0.943396891434768 0.167103013260476 0.882047469670885 -1462.2228672301 0.996947483913413 0.135323185029831 0.945961196127985
CPNE3 -1635.21454766506 0.00280956226650049 0.758825242561992 0.988391148209626 -3368.95016704834 0.262885198108771 0.505275773124379 0.959585326773344 -4001.65429856662 0.351067280254099 0.471298833261281 0.957694424894444 -2117.76100509058 0.511276605409789 0.725296182142934 0.974702441280297 4724.09422910976 0.795635239274958 0.357280427502709 0.937341093505498 7713.07168745141 0.883979559066341 0.19040733462154 0.903409358081677 6737.87196293468 0.95180282068656 0.411567961325552 0.973181008668682
CTTN 16445.8254417483 0.0300267395080287 0.312173097083829 0.91942995035376 27846.4611493478 0.0910359263638513 0.171675689858016 0.848654841934999 27326.0727564105 0.208910705855405 0.231548767463566 0.883965451556395 13909.1353721488 0.328090662737565 0.593567393793971 0.960298921739393 23457.6549454881 0.731637080902279 0.31210599411425 0.927579486858659 165.337642529899 0.850569307205297 0.995211387341702 0.998810847496004 -38589.3441914659 0.957270387226674 0.301181640874271 0.964176038564104
WNT11 3289.35619979068 0.099632071429259 0.0607520158918223 0.710445530087422 3839.61867153702 0.323565772832065 0.0258191722089974 0.569541510724527 2272.24845706289 0.465975895738043 0.247251095649 0.892454684560781 2800.74388197923 0.63805493373327 0.230661772434211 0.891218997772123 1784.5526658998 0.678027874343947 0.558072879290304 0.961230743387229 -184.160816250292 0.861455216944799 0.951785409142028 0.997956125616365 -752.975669114931 0.98549121970891 0.764005341646705 0.997701797083922
MTIF2 -376.823491779132 0.0282864773255725 0.32683475176331 0.926380777606013 98.0086719538257 0.628836678142021 0.749900831523775 0.98504065850042 305.124837697448 0.743005068045707 0.323961822385014 0.920794124488185 157.911317823024 0.871704463008665 0.540087335023528 0.952510375230201 -55.6752470679881 0.897434507794433 0.860552710718387 0.992053727254334 153.867174341056 0.942291084656468 0.669780366736288 0.997377122847242 263.894974160392 0.99473535485048 0.259672267202191 0.957128115385789
DDHD2 -16009.5631364271 0.0382641382264581 0.252897504390335 0.906668141025142 -13510.1172381227 0.125974200862163 0.386669901894092 0.939951103643066 -8667.62462822247 0.850115179888479 0.258381879741881 0.894383054492249 -9738.34872211424 0.94278135084896 0.091787518160152 0.800311400507679 -4352.50028063936 0.966377108914704 0.458242633577102 0.947984168224424 -2354.55591505219 0.983808303334639 0.698632519581214 0.997377122847242 10644.8975149334 0.998679400016607 0.0969872803647616 0.926556808193746
EPS15 -277.269228883741 0.0292191332492105 0.318870559658746 0.922338476943487 -102.441087017846 0.235340737543355 0.715301892383012 0.98504065850042 -163.588716018941 0.475853728222014 0.542490058678889 0.968618783552418 23.8096085647933 0.717867965635957 0.923616374981295 0.994496963948348 269.935741656514 0.860247523063542 0.310565553934391 0.925584314319435 107.4242339184 0.899038309340209 0.733163420450082 0.997756445741744 71.7296081630281 0.980460186516818 0.807021831951406 0.998289563216943
CHERP 608.683412331518 0.0251850137782592 0.355246870831568 0.932938415130362 549.863825042122 0.5545441349846 0.320503519978517 0.916500738737528 439.603171724847 0.855111444977406 0.237413451369872 0.888326528757721 113.02156937111 0.937992733757259 0.708006423178572 0.974026943336797 -177.732295292116 0.974439059065816 0.486244325694112 0.951961160609013 -127.559499769031 0.990537552366356 0.543687476219004 0.985817979170265 122.285750958423 0.995455324665781 0.643351460982645 0.991583700633565
ATG16L1 -2055.13726787307 0.0464634861272354 0.20673849065135 0.877622642122364 -3474.74738027726 0.620050549641203 0.00591403144671714 0.345887473927569 -1491.73788281175 0.724026184949774 0.298972733133953 0.906030408475001 -837.550649831736 0.818452836450759 0.548383861057034 0.953631885898385 -1806.62801599958 0.876078093077801 0.232552162796347 0.915393691618511 -764.128722335059 0.918560251787476 0.686656336963396 0.997377122847242 -1776.8356367985 0.981490974321466 0.423589776659065 0.977395101423211
USP40 -32.9424679423531 0.00088363627414834 0.863359321555655 0.993303242340375 98.4001537629492 0.599733867014017 0.466051071614697 0.956425485420605 142.615683561929 0.695051118930748 0.297878557624415 0.905711572111977 131.708057112858 0.773520384088464 0.360325943390378 0.924360397286871 132.386697171713 0.823842498451042 0.411869584978089 0.937341093505498 122.457534088117 0.865690272024942 0.537716568568832 0.985817979170265 352.71498307439 0.980069641530762 0.0637893155896161 0.911887334325042
RAD54L 979.78250454582 0.082537800252625 0.0893275067985796 0.777247730292103 362.72224419644 0.726759106375125 0.306864702262768 0.915462518654251 291.596489480745 0.839755598249882 0.376164547761887 0.941775278031723 308.862832041476 0.933183346439662 0.285971246854958 0.908758672901425 528.465683791554 0.967084395799192 0.0587675317812416 0.735062041626835 -8.18669549860959 0.996625909633672 0.954483562860281 0.998056971519728 119.740986005084 0.998473965572147 0.669791446733686 0.993682253970448
DNAJA1 -282.79981381048 0.000210551973157778 0.933061065387662 0.996686921374013 1393.18610299451 0.262130552270205 0.687792879200356 0.98504065850042 1292.53178323877 0.452166647148174 0.715029601101364 0.978322276378407 1498.02841188635 0.575367408545271 0.672959078521526 0.967431236705736 4170.42523986443 0.74254860714163 0.310665102807372 0.925584314319435 4566.14002816893 0.916364608471478 0.225535969312894 0.922476535625715 4969.1822687652 0.98866012224855 0.0886780534133671 0.92001645204149
IPO11 1891.58847328938 0.00630031414070767 0.645396534777448 0.975232471816342 -344.023432102856 0.610970038947772 0.904113474537501 0.99667427665569 -2432.7232097266 0.692029789768446 0.422847778289544 0.950022705232566 -1964.06984989272 0.85161943665742 0.452457451460771 0.943236370676202 -1155.45259913803 0.933636070582089 0.612465215276736 0.969535488312788 -1476.37715303921 0.957453722485299 0.751547025612644 0.997756445741744 5196.69353052333 0.988830291520177 0.401208161322017 0.971489407166544
FOLH1 113.114671683269 0.0197718112867469 0.41337172065115 0.94677455226698 134.818897453498 0.305753911342176 0.319670285017919 0.916500738737528 251.681339633609 0.350022956842958 0.17236050849311 0.868550147029893 227.190799988981 0.372959147182584 0.349382189357604 0.924360397286871 165.795439625598 0.390680483869009 0.604452576450048 0.969535488312788 20.9577489838552 0.745273362228755 0.94458323207294 0.997956125616365 314.021287592658 0.873769475898689 0.505406992148666 0.989308201315624
EPDR1 171.460324610914 0.0198029335240126 0.413000648699244 0.94677455226698 238.821736041807 0.154082257980994 0.307743232413283 0.915462518654251 106.796179137609 0.454358620774049 0.633183736105493 0.975555237604297 51.0335490577427 0.661178133695286 0.833263160470842 0.990121621731325 153.219835965701 0.825260226802201 0.584692273103551 0.964578775792728 117.026860474267 0.87458846871555 0.723580569684129 0.997377122847242 265.901858893936 0.947498338629475 0.558537397059746 0.989308201315624
