"V1" "V2"
"373" -1.57500482215 309.5387
"374" -0.1074310573 16487.0856
"375" 0.0289728784918 3632.0755
"376" -0.805633134872 4062.7962
"377" -0.7005853223 901.0319
"378" -0.8651111013 1303.5144
"379" -0.69397847954 4302.1472
"380" -0.8533492934 1230.1175
"381" -1.58190425706 306.3676
"382" -0.813306412424 2916.6667
"383" -0.8705889317 9510.5943
"384" -1.5970915149 236.8186
"385" -0.69397847954 2560.2007
"386" -0.100064185815 2682.7957
"387" -0.873700523616 1804.4455
"388" -1.59733247063 279.0055
"389" -1.5766175688 247.4784
"390" -1.617565461 191.8725
"391" -0.7005853223 3173.7242
"392" -1.52065396988 187.9195
"393" -0.7005853223 406.5107
"394" -0.8596248529 1413.5593
"395" -1.58647599258 215.8428
"396" -1.61029605172 167.2808
"397" -1.6105082092 209.0243
"398" -1.6036276385 195.4915
"399" -0.6940491987 2856.4991
"400" -0.8716472249 4416.0666
"401" -1.5700814452 209.0135
"402" -1.58904539186 223.9625
"403" -0.7210592684 3030.5192
"404" -0.132392664556 8033.9977
"405" -1.6107687733 208.8052
"406" -1.5970915149 444.9438
"407" -1.5766175688 270.8887
"408" -1.6036276385 208.538
"409" -1.5831536924 171.0143
"410" -1.5970915149 162.717
"411" -1.5968309508 169.345
"412" -1.5831536924 175.0512
"413" -0.8530887293 1710.4851
"414" 0.0431568992 8801.6947
"415" -0.8328753473 2933.0802
"416" -0.7005853223 1539.4013
"417" -0.8203437182 2434.252
"418" -1.5902948272 229.0978
"419" -1.59726799024 354.2096
"420" -0.702806540678 1983.8191
